Typical Measured Spectrum of Semrock FF01-698/70 Optical Filter	
324.2	1.0e-07
324.4	1.0e-07
324.6	1.0e-07
324.8	1.0e-07
325.0	1.0e-07
325.2	1.0e-07
325.4	1.0e-07
325.6	1.0e-07
325.8	1.0e-07
326.0	1.0e-07
326.2	1.0e-07
326.4	1.0e-07
326.6	1.0e-07
326.8	1.0e-07
327.0	1.0e-07
327.2	1.0e-07
327.4	1.0e-07
327.6	1.0e-07
327.8	1.0e-07
328.0	1.0e-07
328.2	1.0e-07
328.4	1.0e-07
328.6	1.0e-07
328.8	1.0e-07
329.0	1.0e-07
329.2	1.0e-07
329.4	1.0e-07
329.6	1.0e-07
329.8	1.0e-07
330.0	1.0e-07
330.2	1.0e-07
330.4	1.0e-07
330.6	1.0e-07
330.8	1.0e-07
331.0	1.0e-07
331.2	1.0e-07
331.4	1.0e-07
331.6	1.0e-07
331.8	1.0e-07
332.0	1.0e-07
332.2	1.0e-07
332.4	1.0e-07
332.6	1.0e-07
332.8	1.0e-07
333.0	1.0e-07
333.2	1.0e-07
333.4	1.0e-07
333.6	1.0e-07
333.8	1.0e-07
334.0	1.0e-07
334.2	1.0e-07
334.4	1.0e-07
334.6	1.0e-07
334.8	1.0e-07
335.0	1.0e-07
335.2	1.0e-07
335.4	1.0e-07
335.6	1.0e-07
335.8	1.0e-07
336.0	1.0e-07
336.2	1.0e-07
336.4	1.0e-07
336.6	1.0e-07
336.8	1.0e-07
337.0	1.0e-07
337.2	1.0e-07
337.4	1.0e-07
337.6	1.0e-07
337.8	1.0e-07
338.0	1.0e-07
338.2	1.0e-07
338.4	1.0e-07
338.6	1.0e-07
338.8	1.0e-07
339.0	1.0e-07
339.2	1.0e-07
339.4	1.0e-07
339.6	1.0e-07
339.8	1.0e-07
340.0	1.0e-07
340.2	1.0e-07
340.4	1.0e-07
340.6	1.0e-07
340.8	1.0e-07
341.0	1.0e-07
341.2	1.0e-07
341.4	1.0e-07
341.6	1.0e-07
341.8	1.0e-07
342.0	1.0e-07
342.2	1.0e-07
342.4	1.0e-07
342.6	1.0e-07
342.8	1.0e-07
343.0	1.0e-07
343.2	1.0e-07
343.4	1.0e-07
343.6	1.0e-07
343.8	1.0e-07
344.0	1.0e-07
344.2	1.0e-07
344.4	1.0e-07
344.6	1.0e-07
344.8	1.0e-07
345.0	1.0e-07
345.2	1.0e-07
345.4	1.0e-07
345.6	1.0e-07
345.8	1.0e-07
346.0	1.0e-07
346.2	1.0e-07
346.4	1.0e-07
346.6	1.0e-07
346.8	1.0e-07
347.0	1.0e-07
347.2	1.0e-07
347.4	1.0e-07
347.6	1.0e-07
347.8	1.0e-07
348.0	1.0e-07
348.2	1.0e-07
348.4	1.0e-07
348.6	1.0e-07
348.8	1.0e-07
349.0	1.0e-07
349.2	1.0e-07
349.4	1.0e-07
349.6	1.0e-07
349.8	1.0e-07
350.0	1.0e-07
350.2	1.0e-07
350.4	1.0e-07
350.6	1.0e-07
350.8	1.0e-07
351.0	1.0e-07
351.2	1.0e-07
351.4	1.0e-07
351.6	1.0e-07
351.8	1.0e-07
352.0	1.0e-07
352.2	1.0e-07
352.4	1.0e-07
352.6	1.0e-07
352.8	1.0e-07
353.0	1.0e-07
353.2	1.0e-07
353.4	1.0e-07
353.6	1.0e-07
353.8	1.0e-07
354.0	1.0e-07
354.2	1.1586e-07
354.4	1.3423e-07
354.6	1.5551e-07
354.8	1.8017e-07
355.0	2.0874e-07
355.2	2.4184e-07
355.4	2.8018e-07
355.6	3.2461e-07
355.8	3.7608e-07
356.0	4.3571e-07
356.2	5.048e-07
356.4	5.8485e-07
356.6	6.7758e-07
356.8	7.8502e-07
357.0	9.095e-07
357.2	1.0537e-06
357.4	1.2208e-06
357.6	1.4144e-06
357.8	1.6386e-06
358.0	1.8985e-06
358.2	2.1995e-06
358.4	2.5483e-06
358.6	2.9523e-06
358.8	3.4205e-06
359.0	3.9628e-06
359.2	4.5912e-06
359.4	5.3192e-06
359.6	6.1626e-06
359.8	7.1398e-06
360.0	8.2719e-06
360.2	9.5835e-06
360.4	1.0322e-05
360.6	1.1079e-05
360.8	1.1892e-05
361.0	1.2764e-05
361.2	1.37e-05
361.4	1.4705e-05
361.6	1.5783e-05
361.8	1.6941e-05
362.0	1.8184e-05
362.2	1.9517e-05
362.4	2.0949e-05
362.6	2.2485e-05
362.8	2.4135e-05
363.0	2.5905e-05
363.2	2.7805e-05
363.4	2.9844e-05
363.6	3.2033e-05
363.8	3.4383e-05
364.0	3.6905e-05
364.2	3.9611e-05
364.4	4.2517e-05
364.6	4.5635e-05
364.8	4.8982e-05
365.0	4.6434e-05
365.2	3.5944e-05
365.4	2.7823e-05
365.6	2.1538e-05
365.8	1.6672e-05
366.0	1.2905e-05
366.2	9.9898e-06
366.4	7.7329e-06
366.6	5.9859e-06
366.8	4.6336e-06
367.0	3.5867e-06
367.2	2.7764e-06
367.4	2.1492e-06
367.6	1.6636e-06
367.8	1.2878e-06
368.0	9.9685e-07
368.2	7.7164e-07
368.4	6.2054e-07
368.6	6.5178e-07
368.8	6.8459e-07
369.0	7.1905e-07
369.2	7.5525e-07
369.4	7.9327e-07
369.6	8.332e-07
369.8	8.7514e-07
370.0	9.192e-07
370.2	9.6547e-07
370.4	1.0141e-06
370.6	1.0651e-06
370.8	1.1187e-06
371.0	1.1751e-06
371.2	1.2342e-06
371.4	1.2963e-06
371.6	1.3616e-06
371.8	1.4301e-06
372.0	1.5021e-06
372.2	1.5777e-06
372.4	1.6572e-06
372.6	1.7406e-06
372.8	1.8282e-06
373.0	1.9202e-06
373.2	1.7702e-06
373.4	1.6032e-06
373.6	1.4519e-06
373.8	1.3149e-06
374.0	1.1908e-06
374.2	1.0785e-06
374.4	9.767e-07
374.6	8.8454e-07
374.8	8.0107e-07
375.0	7.2548e-07
375.2	6.5702e-07
375.4	5.9502e-07
375.6	5.3888e-07
375.8	4.8803e-07
376.0	4.4198e-07
376.2	4.0027e-07
376.4	3.625e-07
376.6	3.2829e-07
376.8	2.9731e-07
377.0	2.6926e-07
377.2	2.4385e-07
377.4	2.2084e-07
377.6	2.0e-07
377.8	1.8965e-07
378.0	1.8435e-07
378.2	1.7919e-07
378.4	1.7418e-07
378.6	1.6931e-07
378.8	1.6458e-07
379.0	1.5998e-07
379.2	1.555e-07
379.4	1.5115e-07
379.6	1.4693e-07
379.8	1.4282e-07
380.0	1.3882e-07
380.2	1.3494e-07
380.4	1.3117e-07
380.6	1.275e-07
380.8	1.2393e-07
381.0	1.2047e-07
381.2	1.171e-07
381.4	1.1382e-07
381.6	1.1064e-07
381.8	1.0755e-07
382.0	1.0454e-07
382.2	1.0162e-07
382.4	1.0e-07
382.6	1.0e-07
382.8	1.0e-07
383.0	1.0e-07
383.2	1.0e-07
383.4	1.0e-07
383.6	1.0e-07
383.8	1.0e-07
384.0	1.0e-07
384.2	1.0e-07
384.4	1.0e-07
384.6	1.0e-07
384.8	1.0e-07
385.0	1.0e-07
385.2	1.0e-07
385.4	1.0e-07
385.6	1.0e-07
385.8	1.0e-07
386.0	1.0e-07
386.2	1.0e-07
386.4	1.0e-07
386.6	1.0e-07
386.8	1.0e-07
387.0	1.0e-07
387.2	1.0e-07
387.4	1.0e-07
387.6	1.0e-07
387.8	1.0e-07
388.0	1.0e-07
388.2	1.0e-07
388.4	1.0e-07
388.6	1.0e-07
388.8	1.0e-07
389.0	1.0e-07
389.2	1.0e-07
389.4	1.0e-07
389.6	1.0e-07
389.8	1.0e-07
390.0	1.0e-07
390.2	1.0e-07
390.4	1.0e-07
390.6	1.0e-07
390.8	1.0e-07
391.0	1.0e-07
391.2	1.0e-07
391.4	1.0e-07
391.6	1.0025e-07
391.8	1.0668e-07
392.0	1.1352e-07
392.2	1.1196e-07
392.4	1.1043e-07
392.6	1.0892e-07
392.8	1.0744e-07
393.0	1.0597e-07
393.2	1.0452e-07
393.4	1.0309e-07
393.6	1.0168e-07
393.8	1.0029e-07
394.0	1.0283e-07
394.2	1.0653e-07
394.4	1.1036e-07
394.6	1.1433e-07
394.8	1.1844e-07
395.0	1.227e-07
395.2	1.2712e-07
395.4	1.3169e-07
395.6	1.3643e-07
395.8	1.4133e-07
396.0	1.4642e-07
396.2	1.5168e-07
396.4	1.5714e-07
396.6	1.6279e-07
396.8	1.6865e-07
397.0	1.7472e-07
397.2	1.81e-07
397.4	1.8751e-07
397.6	1.9463e-07
397.8	2.0335e-07
398.0	2.1246e-07
398.2	2.2198e-07
398.4	2.3192e-07
398.6	2.4231e-07
398.8	2.5316e-07
399.0	2.645e-07
399.2	2.7635e-07
399.4	2.8872e-07
399.6	3.0165e-07
399.8	3.1517e-07
400.0	3.2928e-07
400.2	3.4403e-07
400.4	3.5944e-07
400.6	3.7554e-07
400.8	3.9236e-07
401.0	4.0993e-07
401.2	4.2829e-07
401.4	4.4291e-07
401.6	4.5587e-07
401.8	4.692e-07
402.0	4.8293e-07
402.2	4.9706e-07
402.4	5.116e-07
402.6	5.2657e-07
402.8	5.4198e-07
403.0	5.5783e-07
403.2	5.7415e-07
403.4	5.9095e-07
403.6	6.0824e-07
403.8	6.2603e-07
404.0	6.4435e-07
404.2	6.632e-07
404.4	6.826e-07
404.6	7.0257e-07
404.8	7.2313e-07
405.0	7.2965e-07
405.2	6.5489e-07
405.4	5.8779e-07
405.6	5.2756e-07
405.8	4.7351e-07
406.0	4.2499e-07
406.2	3.8145e-07
406.4	3.4236e-07
406.6	3.0729e-07
406.8	2.758e-07
407.0	2.4754e-07
407.2	2.2218e-07
407.4	1.9941e-07
407.6	1.7898e-07
407.8	1.6064e-07
408.0	1.4418e-07
408.2	1.2941e-07
408.4	1.1615e-07
408.6	1.0425e-07
408.8	1.0e-07
409.0	1.0e-07
409.2	1.0e-07
409.4	1.0e-07
409.6	1.0e-07
409.8	1.0e-07
410.0	1.0e-07
410.2	1.0e-07
410.4	1.0e-07
410.6	1.0e-07
410.8	1.0e-07
411.0	1.0e-07
411.2	1.0e-07
411.4	1.0e-07
411.6	1.0e-07
411.8	1.0e-07
412.0	1.0e-07
412.2	1.0e-07
412.4	1.0e-07
412.6	1.0e-07
412.8	1.0e-07
413.0	1.0e-07
413.2	1.0e-07
413.4	1.0e-07
413.6	1.0e-07
413.8	1.0e-07
414.0	1.0e-07
414.2	1.0e-07
414.4	1.0e-07
414.6	1.0e-07
414.8	1.0e-07
415.0	1.0e-07
415.2	1.0e-07
415.4	1.0e-07
415.6	1.0e-07
415.8	1.0e-07
416.0	1.0e-07
416.2	1.0e-07
416.4	1.0e-07
416.6	1.0e-07
416.8	1.0e-07
417.0	1.0e-07
417.2	1.0e-07
417.4	1.0e-07
417.6	1.0e-07
417.8	1.0e-07
418.0	1.0e-07
418.2	1.0e-07
418.4	1.0e-07
418.6	1.0e-07
418.8	1.0e-07
419.0	1.0e-07
419.2	1.0e-07
419.4	1.0e-07
419.6	1.0e-07
419.8	1.0e-07
420.0	1.0e-07
420.2	1.0e-07
420.4	1.0e-07
420.6	1.0e-07
420.8	1.0e-07
421.0	1.0e-07
421.2	1.0e-07
421.4	1.0e-07
421.6	1.0e-07
421.8	1.0e-07
422.0	1.0e-07
422.2	1.0e-07
422.4	1.0e-07
422.6	1.0e-07
422.8	1.0e-07
423.0	1.0e-07
423.2	1.0e-07
423.4	1.0e-07
423.6	1.0e-07
423.8	1.0e-07
424.0	1.0e-07
424.2	1.0e-07
424.4	1.0e-07
424.6	1.0e-07
424.8	1.0e-07
425.0	1.0e-07
425.2	1.0e-07
425.4	1.0e-07
425.6	1.0e-07
425.8	1.0e-07
426.0	1.0e-07
426.2	1.0e-07
426.4	1.0e-07
426.6	1.0e-07
426.8	1.0e-07
427.0	1.0e-07
427.2	1.0e-07
427.4	1.0e-07
427.6	1.0e-07
427.8	1.0e-07
428.0	1.0e-07
428.2	1.0e-07
428.4	1.0e-07
428.6	1.0e-07
428.8	1.0e-07
429.0	1.0e-07
429.2	1.0e-07
429.4	1.0e-07
429.6	1.0e-07
429.8	1.0e-07
430.0	1.0e-07
430.2	1.0e-07
430.4	1.0e-07
430.6	1.0e-07
430.8	1.0e-07
431.0	1.0e-07
431.2	1.0e-07
431.4	1.0e-07
431.6	1.0e-07
431.8	1.0e-07
432.0	1.0e-07
432.2	1.0e-07
432.4	1.0e-07
432.6	1.0e-07
432.8	1.0e-07
433.0	1.0e-07
433.2	1.0e-07
433.4	1.0e-07
433.6	1.0e-07
433.8	1.0e-07
434.0	1.0e-07
434.2	1.0e-07
434.4	1.0e-07
434.6	1.0e-07
434.8	1.0e-07
435.0	1.0e-07
435.2	1.0e-07
435.4	1.0e-07
435.6	1.0e-07
435.8	1.0e-07
436.0	1.0e-07
436.2	1.0e-07
436.4	1.0e-07
436.6	1.0e-07
436.8	1.0e-07
