Typical Measured Spectrum of Semrock Di02-R532 Optical Filter	
392.769	0.00400672176268203
392.853	0.00395419043137878
392.938	0.00356911306707956
393.022	0.00344544779732887
393.106	0.00335370691187275
393.191	0.00329595805205408
393.275	0.00330528242196387
393.36	0.00339114478699554
393.444	0.00345620793860294
393.528	0.00334464771716012
393.613	0.00362013528039259
393.697	0.00379581624751578
393.781	0.00401465687793235
393.866	0.00422598491524676
393.95	0.00450850780165167
394.034	0.00501290961516253
394.119	0.00551758864863598
394.203	0.00606299338136165
394.288	0.00693541214599119
394.372	0.00786457821765204
394.456	0.00869762162348898
394.541	0.00938113227364218
394.625	0.0104736341313479
394.709	0.0114897118286255
394.794	0.0122082524891195
394.878	0.0127043993406133
394.962	0.0125356055517629
395.047	0.0125172063867676
395.131	0.0120318700842499
395.216	0.0112451692248277
395.3	0.0102896060531646
395.384	0.00920812331367543
395.469	0.00842161767428063
395.553	0.00726135508617468
395.637	0.00632179255388389
395.722	0.00564725287122635
395.806	0.00469608651562073
395.89	0.00432915014900242
395.975	0.00392071180016086
396.059	0.00347812978779119
396.143	0.00329275906479884
396.228	0.00298829046359837
396.312	0.00275183545499916
396.396	0.00268437403791856
396.481	0.00243491377930109
396.565	0.00248944049132753
396.649	0.00234360132008677
396.734	0.00234676263719335
396.818	0.00246006427568213
396.902	0.00230915569554169
396.987	0.00238589564304788
397.071	0.00230688380395646
397.155	0.00242299491451263
397.24	0.00255599242416944
397.324	0.00255398670600218
397.408	0.00270118360155316
397.493	0.00300757858664064
397.577	0.00318693581978881
397.661	0.00357624852507685
397.746	0.00388164194499127
397.83	0.00431250756752413
397.914	0.00492478765133107
397.999	0.00569980036818528
398.083	0.00658712642687334
398.167	0.00760813545371588
398.251	0.0087294929915225
398.336	0.0102734144691662
398.42	0.0119264881454519
398.504	0.0130936730349042
398.589	0.0141807845562624
398.673	0.0147694967671489
398.757	0.015029309251596
398.842	0.0147938814609339
398.926	0.014278246134761
399.01	0.012943778743977
399.095	0.0117735593433258
399.179	0.0103519858281859
399.263	0.0088449112833211
399.347	0.00740031137350436
399.432	0.0061216273045004
399.516	0.00523716142859598
399.6	0.00458900730037948
399.685	0.00379322766507815
399.769	0.00316696912588599
399.853	0.00277806054910686
399.938	0.00262266586584746
400.022	0.00239107338946908
400.106	0.00215961543364717
400.19	0.00187740420548077
400.275	0.00179862720316181
400.359	0.00178482276157419
400.443	0.00171059811613829
400.528	0.00149117294407262
400.612	0.00148448918482911
400.696	0.00142229859926644
400.78	0.00144644521328262
400.865	0.00139318830539296
400.949	0.00121148763261651
401.033	0.00135492870538884
401.117	0.00144291056028347
401.202	0.00133574298002349
401.286	0.00162075857746011
401.37	0.0014532743928649
401.455	0.00149047643018453
401.539	0.00146685739079863
401.623	0.00171264488105212
401.707	0.00184009435568788
401.792	0.00191631941587518
401.876	0.00215429971354838
401.96	0.00232341506271272
402.044	0.00267138448960657
402.129	0.00291615132061773
402.213	0.00324961906715633
402.297	0.00390421213208568
402.382	0.00460684546519683
402.466	0.00542220889956384
402.55	0.00657679470213518
402.634	0.00745464778654475
402.719	0.009136585329208
402.803	0.0103248363935972
402.887	0.0114361999613138
402.971	0.0125224482689541
403.056	0.0129157460740929
403.14	0.0132323750575421
403.224	0.0129386174756164
403.308	0.0126760068023141
403.393	0.0115703062442042
403.477	0.0103178100771975
403.561	0.00903046316957344
403.645	0.00769022818642418
403.73	0.00636640655307624
403.814	0.00543213536475245
403.898	0.00443400755997842
403.982	0.00380903915058749
404.067	0.00311998076772064
404.151	0.00279754226697686
404.235	0.0025072396409533
404.319	0.00208127111261345
404.403	0.00202628502496445
404.488	0.00181894781908591
404.572	0.00168667135754418
404.656	0.0016703830841804
404.74	0.0015157545174884
404.825	0.00153934992120816
404.909	0.00153784381602121
404.993	0.00133757388783942
405.077	0.00142045138545323
405.162	0.00138793480455125
405.246	0.00152058674979629
405.33	0.00157393250054125
405.414	0.00174605356061414
405.498	0.00188046138179515
405.583	0.00201115449464592
405.667	0.00231831522866797
405.751	0.00231910845454252
405.835	0.0026523288132817
405.92	0.00283361578911031
406.004	0.00274811039362505
406.088	0.00327465931923553
406.172	0.00338555446282915
406.256	0.00348398078736275
406.341	0.00357109578346575
406.425	0.00372626987863343
406.509	0.00394474485809116
406.593	0.0043257623703737
406.677	0.00443510328260017
406.762	0.0048273578621547
406.846	0.0052243392754009
406.93	0.00618334788469992
407.014	0.00672365646703562
407.098	0.0076884277594104
407.183	0.0085951431891258
407.267	0.00981852533603213
407.351	0.0108680387160948
407.435	0.0118805556812463
407.519	0.0123914456262047
407.604	0.0130790383270099
407.688	0.0130304989359049
407.772	0.012905337973308
407.856	0.0123816868235887
407.94	0.0116007842104057
408.025	0.0105904052632811
408.109	0.00948900773958539
408.193	0.00841520632728101
408.277	0.0075197436335642
408.361	0.00666461408271578
408.446	0.00596035792917056
408.53	0.00550799351841035
408.614	0.00514800003306709
408.698	0.00482247290672998
408.782	0.00460202709343117
408.866	0.00448037285816024
408.951	0.00447180665833709
409.035	0.00435800824182651
409.119	0.00438337658159913
409.203	0.00447642259350235
409.287	0.00463855526919974
409.372	0.0045515732018711
409.456	0.00446044749309323
409.54	0.0044262174859223
409.624	0.0044067833803633
409.708	0.00439619152526444
409.792	0.00422623929475106
409.877	0.00398621712677888
409.961	0.0039565238018295
410.045	0.00375103045395897
410.129	0.00364535839405649
410.213	0.00375584066648704
410.297	0.00375602005843284
410.382	0.00408079285278087
410.466	0.004110745320356
410.55	0.0043675806726973
410.634	0.004681518411562
410.718	0.00511066006901984
410.802	0.00556222579359081
410.886	0.00611796820521487
410.971	0.00668799975327588
411.055	0.00718816949734842
411.139	0.00791537589654092
411.223	0.00891939285177645
411.307	0.00952097143081206
411.391	0.0104215317262245
411.476	0.0111394635138202
411.56	0.0116841021459028
411.644	0.0123696803168642
411.728	0.0128922557470122
411.812	0.0131379926904599
411.896	0.013288408689793
411.98	0.0134311104164359
412.065	0.0130973580041026
412.149	0.0129725530611384
412.233	0.0126596231947466
412.317	0.0121121589346536
412.401	0.011731944540516
412.485	0.011290497178501
412.569	0.0105769106193019
412.653	0.0101920811912024
412.738	0.00982254438974957
412.822	0.0093402734807216
412.906	0.00918929996494865
412.99	0.00886250853916543
413.074	0.00868642105705524
413.158	0.00838605443762037
413.242	0.00835378408762916
413.326	0.00825675617279122
413.411	0.0084290376866584
413.495	0.00836413426674946
413.579	0.00856952034614444
413.663	0.00862154080870722
413.747	0.00891009049395497
413.831	0.00904314685495407
413.915	0.00940924275992933
413.999	0.00991219104854661
414.084	0.010181521007162
414.168	0.0106974204671522
414.252	0.0111460944511365
414.336	0.0117636126718286
414.42	0.0123602266871085
414.504	0.0129367920907435
414.588	0.0135117624506238
414.672	0.0140657170880435
414.756	0.0146417026486954
414.841	0.0152099729552734
414.925	0.0155711448139398
415.009	0.0158738309515691
415.093	0.0161876827452786
415.177	0.0163521062582345
415.261	0.016554876205954
415.345	0.0163076883589682
415.429	0.0161852172449854
415.513	0.0159319158129906
415.597	0.0158533340819651
415.681	0.0155824346002682
415.766	0.0152487829642583
415.85	0.015039174977551
415.934	0.0144927595168454
416.018	0.0141937854390042
416.102	0.0141076519428985
416.186	0.0135342521550424
416.27	0.0135809515946245
416.354	0.0131852251113364
416.438	0.0132263024951973
416.522	0.0130999197849366
416.606	0.0130917763148455
416.691	0.0131760444929431
416.775	0.0134013783255849
416.859	0.0135113870968479
416.943	0.0137596052127879
417.027	0.014161780394191
417.111	0.0143350703696591
417.195	0.0147767258384159
417.279	0.0149658361210488
417.363	0.0152481687196005
417.447	0.0156303118358484
417.531	0.0158812774562562
417.615	0.0159811147301899
417.699	0.0160609863667329
417.783	0.0162938376841909
417.868	0.0161998061016805
417.952	0.0161325704333789
418.036	0.0158448872867401
418.12	0.015265509464049
418.204	0.0149696001076581
418.288	0.0142593588161632
418.372	0.0137141227996306
418.456	0.012940000473675
418.54	0.0121948880116922
418.624	0.0113797957992581
418.708	0.0106150174745474
418.792	0.0100491814830035
418.876	0.00945212205046664
418.96	0.00878564221835884
419.044	0.00829440420257099
419.128	0.00764591278535186
419.212	0.00724083907165946
419.297	0.00698245553689395
419.381	0.00650110277260983
419.465	0.00618394525855155
419.549	0.00587814531098369
419.633	0.00565582583161998
419.717	0.00546948356518672
419.801	0.00535352864833325
419.885	0.00519237046361435
419.969	0.00513514753149671
420.053	0.00509421883916012
420.137	0.00514787380831807
420.221	0.00507893679921304
420.305	0.00510073157212744
420.389	0.00529719731691815
420.473	0.00540633462384933
420.557	0.00545502446385401
420.641	0.00562675710997074
420.725	0.00597115046057517
420.809	0.00613717860084732
420.893	0.00655611725447058
420.977	0.00687703956810823
421.061	0.0073610198226828
421.145	0.00771280266449243
421.229	0.00816989344170458
421.313	0.0087656770227799
421.397	0.00934932197216057
421.481	0.00993483037805886
421.565	0.0103568893257114
421.649	0.0106815174636452
421.733	0.0111740407061806
421.817	0.0113587646218545
421.901	0.0114219993780376
421.985	0.0113403950666266
422.07	0.0112315410528184
422.154	0.0108223612719644
422.238	0.01050531583585
422.322	0.00991484295831322
422.406	0.00930513583466772
422.49	0.00863240394234776
422.574	0.00786145464804182
422.658	0.00714976127165497
422.742	0.00656575330978285
422.826	0.00586486333615755
422.91	0.00539177297207326
422.994	0.00495116529907823
423.078	0.00447810727798327
423.162	0.00398917818444241
423.246	0.00376786363398041
423.33	0.00331025106933207
423.414	0.00313262206964285
423.498	0.00293892644842237
423.582	0.00273922627484387
423.666	0.00247234724496841
423.75	0.00235306462870598
423.834	0.00230994171215619
423.918	0.00224027976979404
424.002	0.0020746909153361
424.086	0.00199933016928603
424.169	0.00190930304154089
424.253	0.00196837454589898
424.337	0.00191873826091488
424.421	0.00191305022056221
424.505	0.00185184503322049
424.589	0.0018429504050092
424.673	0.00181841754776573
424.757	0.0019041639121117
424.841	0.00183276893673771
424.925	0.00194211442104382
425.009	0.00194967726909852
425.093	0.00210718429546241
425.177	0.00210603672627354
425.261	0.00218527003447747
425.345	0.00232964598159217
425.429	0.00241099104490501
425.513	0.00253693393215033
425.597	0.00273958623751506
425.681	0.00287885755023182
425.765	0.00313147460895145
425.849	0.00335954866784024
425.933	0.00369569996724797
426.017	0.00406016341383678
426.101	0.00458971678890016
426.185	0.00509697278851807
426.269	0.0057922117870324
426.353	0.00639756330513087
426.437	0.00699378494537729
426.521	0.00783893911792525
426.605	0.00864029050417241
426.689	0.00939132226282812
426.773	0.0101034584000228
426.856	0.0107683968926575
426.94	0.0112579263479593
427	0.0115303960318703
427.022	0.0116191289438578
427.106	0.0119248422655274
427.191	0.011692529153427
427.275	0.0116573915778272
427.359	0.0112053919049094
427.443	0.0106548066690028
427.528	0.00993035064952004
427.612	0.00919838180823027
427.696	0.00854530875197045
427.781	0.0076071338029663
427.865	0.0068633389881769
427.949	0.00615216877051309
428.033	0.00563745165620896
428.118	0.00510893707351086
428.202	0.00452882810083572
428.286	0.00416960921617304
428.37	0.00380954555412283
428.455	0.00359935052911754
428.539	0.00326350140778793
428.623	0.0030583377711494
428.707	0.00304191203324295
428.792	0.00280655008358529
428.876	0.00261754532966642
428.96	0.00251884722631429
429.044	0.00246288846298452
429.129	0.00242797096757186
429.213	0.00233072017555506
429.297	0.00219796348038806
429.381	0.00222577769878241
429.466	0.00223266445768992
429.55	0.00229301083005695
429.634	0.00214621785654894
429.718	0.0021352940202491
429.802	0.00215901905941545
429.887	0.00223962919716281
429.971	0.00228619118407724
430.055	0.00223437823360019
430.139	0.00228131039771016
430.224	0.0024325477087126
430.308	0.00251932071404882
430.392	0.00263210491548395
430.476	0.00265415210262102
430.561	0.00289321655722696
430.645	0.0030316307142136
430.729	0.0031903227754532
430.813	0.00320995528944903
430.897	0.00360371763850821
430.982	0.00376967533390574
431.066	0.00404916526635185
431.15	0.00433002425974402
431.234	0.00476803188824859
431.319	0.00535114208462901
431.403	0.00580620227702752
431.487	0.00636221689410804
431.571	0.00717161245944539
431.655	0.00791117955336717
431.74	0.00870732377300781
431.824	0.00971170915856096
431.908	0.0107686083235996
431.992	0.0119356846876377
432.076	0.0131938301044785
432.161	0.0144541919118189
432.245	0.0153993320769765
432.329	0.0163973874766501
432.413	0.0172928160304574
432.498	0.0179755305947014
432.582	0.0183642960203059
432.666	0.0184936959144515
432.75	0.0184385677154792
432.834	0.0181632034954235
432.919	0.0176422405272106
433.003	0.0168063596384583
433.087	0.0158427354351269
433.171	0.0150116567768578
433.255	0.0139688865194073
433.339	0.0129822192202249
433.424	0.0120546095515989
433.508	0.0110630587882951
433.592	0.0103513202559752
433.676	0.00939252337835871
433.76	0.00890354613956522
433.845	0.00840877902443728
433.929	0.00782722694194351
434.013	0.00734587432559434
434.097	0.00690809263176876
434.181	0.00663176837501229
434.266	0.00649575079058028
434.35	0.00610718956775099
