Typical Measured Spectrum of Semrock FF01-747/33 Optical Filter	
388.8	1.6751e-08
389.0	1.6665e-08
389.2	1.658e-08
389.4	1.6366e-08
389.6	1.6123e-08
389.8	1.5883e-08
390.0	1.5646e-08
390.2	1.5414e-08
390.4	1.5184e-08
390.6	1.4958e-08
390.8	1.4736e-08
391.0	1.4516e-08
391.2	1.43e-08
391.4	1.4088e-08
391.6	1.3878e-08
391.8	1.3672e-08
392.0	1.3468e-08
392.2	1.3324e-08
392.4	1.3182e-08
392.6	1.3042e-08
392.8	1.2902e-08
393.0	1.2768e-08
393.2	1.2637e-08
393.4	1.2507e-08
393.6	1.2379e-08
393.8	1.2252e-08
394.0	1.2126e-08
394.2	1.2002e-08
394.4	1.1878e-08
394.6	1.1757e-08
394.8	1.1636e-08
395.0	1.1517e-08
395.2	1.1398e-08
395.4	1.1281e-08
395.6	1.1166e-08
395.8	1.1051e-08
396.0	1.0938e-08
396.2	1.0826e-08
396.4	1.0714e-08
396.6	1.0605e-08
396.8	1.1889e-08
397.0	1.3417e-08
397.2	1.5141e-08
397.4	1.7087e-08
397.6	1.9282e-08
397.8	2.176e-08
398.0	2.4557e-08
398.2	2.7712e-08
398.4	3.1273e-08
398.6	3.5292e-08
398.8	3.9828e-08
399.0	4.4946e-08
399.2	5.0721e-08
399.4	5.7239e-08
399.6	6.4595e-08
399.8	7.2896e-08
400.0	8.2263e-08
400.2	9.2835e-08
400.4	1.0e-07
400.6	1.0e-07
400.8	1.0e-07
401.0	1.0e-07
401.2	1.0e-07
401.4	1.0e-07
401.6	1.0e-07
401.8	1.0e-07
402.0	1.0e-07
402.2	1.0e-07
402.4	1.0e-07
402.6	1.0e-07
402.8	1.0e-07
403.0	1.0e-07
403.2	1.0e-07
403.4	1.0e-07
403.6	1.0e-07
403.8	1.0e-07
404.0	1.0e-07
404.2	1.0e-07
404.4	1.0e-07
404.6	1.0e-07
404.8	1.0e-07
405.0	1.0e-07
405.2	1.0e-07
405.4	1.0e-07
405.6	1.0e-07
405.8	1.0e-07
406.0	1.0e-07
406.2	1.0e-07
406.4	1.0e-07
406.6	1.0e-07
406.8	1.0e-07
407.0	1.0e-07
407.2	1.0e-07
407.4	1.0e-07
407.6	1.0e-07
407.8	1.0e-07
408.0	1.0e-07
408.2	1.0e-07
408.4	1.0e-07
408.6	1.0e-07
408.8	1.0e-07
409.0	1.0e-07
409.2	1.0e-07
409.4	1.0e-07
409.6	1.0e-07
409.8	1.0e-07
410.0	1.0e-07
410.2	1.0e-07
410.4	1.0e-07
410.6	1.0e-07
410.8	1.0e-07
411.0	1.0e-07
411.2	1.0e-07
411.4	1.0e-07
411.6	1.0e-07
411.8	1.0e-07
412.0	1.0e-07
412.2	1.0e-07
412.4	1.0e-07
412.6	1.0e-07
412.8	1.0e-07
413.0	1.0e-07
413.2	1.0e-07
413.4	1.0e-07
413.6	1.0e-07
413.8	1.0e-07
414.0	1.0e-07
414.2	1.0e-07
414.4	1.0e-07
414.6	1.0e-07
414.8	1.0e-07
415.0	1.0e-07
415.2	1.0e-07
415.4	1.0e-07
415.6	1.0e-07
415.8	1.0e-07
416.0	1.0e-07
416.2	1.0e-07
416.4	1.0e-07
416.6	1.0e-07
416.8	1.0e-07
417.0	1.0e-07
417.2	1.0e-07
417.4	1.0e-07
417.6	1.0e-07
417.8	1.0e-07
418.0	1.0e-07
418.2	1.0e-07
418.4	1.0e-07
418.6	1.0e-07
418.8	1.0e-07
419.0	1.0e-07
419.2	1.0e-07
419.4	1.0e-07
419.6	1.0e-07
419.8	1.0e-07
420.0	1.0e-07
420.2	1.0e-07
420.4	1.0e-07
420.6	1.0e-07
420.8	1.0e-07
421.0	1.0e-07
421.2	1.0e-07
421.4	1.0e-07
421.6	1.0e-07
421.8	1.0e-07
422.0	1.0e-07
422.2	1.0e-07
422.4	1.0e-07
422.6	1.0e-07
422.8	1.0e-07
423.0	1.0e-07
423.2	1.0e-07
423.4	1.0e-07
423.6	1.0e-07
423.8	1.0e-07
424.0	1.0e-07
424.2	1.0e-07
424.4	1.0e-07
424.6	1.0e-07
424.8	1.0e-07
425.0	1.0e-07
425.2	1.0e-07
425.4	1.0e-07
425.6	1.0e-07
425.8	1.0e-07
426.0	1.0e-07
426.2	1.0e-07
426.4	1.6068e-07
426.6	3.077e-07
426.8	5.8922e-07
427.0	1.1283e-06
427.2	1.1496e-06
427.4	1.1712e-06
427.6	1.1933e-06
427.8	1.2158e-06
428.0	1.2386e-06
428.2	1.262e-06
428.4	1.2857e-06
428.6	1.31e-06
428.8	1.3346e-06
429.0	1.3598e-06
429.2	1.3854e-06
429.4	1.4115e-06
429.6	1.438e-06
429.8	1.4651e-06
430.0	1.4927e-06
430.2	1.5223e-06
430.4	1.5693e-06
430.6	1.6178e-06
430.8	1.6677e-06
431.0	1.7191e-06
431.2	1.7722e-06
431.4	1.8269e-06
431.6	1.8832e-06
431.8	1.9414e-06
432.0	2.0013e-06
432.2	2.063e-06
432.4	2.1267e-06
432.6	2.1923e-06
432.8	2.26e-06
433.0	2.3297e-06
433.2	2.4016e-06
433.4	2.4757e-06
433.6	2.5521e-06
433.8	2.6309e-06
434.0	2.5956e-06
434.2	2.4668e-06
434.4	2.3444e-06
434.6	2.2281e-06
434.8	2.1176e-06
435.0	2.0125e-06
435.2	1.9127e-06
435.4	1.8178e-06
435.6	1.7276e-06
435.8	1.6419e-06
436.0	1.5604e-06
436.2	1.483e-06
436.4	1.4094e-06
436.6	1.3395e-06
436.8	1.2731e-06
437.0	1.2099e-06
437.2	1.1499e-06
437.4	1.0928e-06
437.6	1.0384e-06
437.8	9.7001e-07
438.0	9.0609e-07
438.2	8.4639e-07
438.4	7.9062e-07
438.6	7.3852e-07
438.8	6.8986e-07
439.0	6.444e-07
439.2	6.0194e-07
439.4	5.6228e-07
439.6	5.2523e-07
439.8	4.9062e-07
440.0	4.5829e-07
440.2	4.2809e-07
440.4	3.9988e-07
440.6	3.7353e-07
440.8	3.4892e-07
441.0	3.2593e-07
441.2	3.0445e-07
441.4	2.8577e-07
441.6	2.696e-07
441.8	2.5434e-07
442.0	2.3994e-07
442.2	2.2636e-07
442.4	2.1355e-07
442.6	2.0146e-07
442.8	1.9005e-07
443.0	1.793e-07
443.2	1.6915e-07
443.4	1.5957e-07
443.6	1.5054e-07
443.8	1.4202e-07
444.0	1.3398e-07
444.2	1.264e-07
444.4	1.1924e-07
444.6	1.1249e-07
444.8	1.0612e-07
445.0	1.0012e-07
445.2	1.0299e-07
445.4	1.0613e-07
445.6	1.0936e-07
445.8	1.127e-07
446.0	1.1613e-07
446.2	1.1967e-07
446.4	1.2332e-07
446.6	1.2708e-07
446.8	1.3095e-07
447.0	1.3495e-07
447.2	1.3906e-07
447.4	1.433e-07
447.6	1.4767e-07
447.8	1.5217e-07
448.0	1.5681e-07
448.2	1.6159e-07
448.4	1.6652e-07
448.6	1.7159e-07
448.8	1.8347e-07
449.0	2.0415e-07
449.2	2.2717e-07
449.4	2.5278e-07
449.6	2.8128e-07
449.8	3.13e-07
450.0	3.4829e-07
450.2	3.8756e-07
450.4	4.3125e-07
450.6	4.7988e-07
450.8	5.3398e-07
451.0	5.9419e-07
451.2	6.6118e-07
451.4	7.3573e-07
451.6	8.1869e-07
451.8	9.1099e-07
452.0	1.0137e-06
452.2	1.128e-06
452.4	1.2552e-06
452.6	1.3554e-06
452.8	1.4631e-06
453.0	1.5795e-06
453.2	1.705e-06
453.4	1.8406e-06
453.6	1.9869e-06
453.8	2.1448e-06
454.0	2.3154e-06
454.2	2.4994e-06
454.4	2.6981e-06
454.6	2.9126e-06
454.8	3.1442e-06
455.0	3.3942e-06
455.2	3.664e-06
455.4	3.9553e-06
455.6	4.2697e-06
455.8	4.6092e-06
456.0	4.9756e-06
456.2	5.1001e-06
456.4	4.9742e-06
456.6	4.8513e-06
456.8	4.7315e-06
457.0	4.6146e-06
457.2	4.5006e-06
457.4	4.3894e-06
457.6	4.281e-06
457.8	4.1752e-06
458.0	4.0721e-06
458.2	3.9715e-06
458.4	3.8734e-06
458.6	3.7777e-06
458.8	3.6844e-06
459.0	3.5934e-06
459.2	3.5047e-06
459.4	3.4181e-06
459.6	3.3336e-06
459.8	3.249e-06
460.0	3.1121e-06
460.2	2.9811e-06
460.4	2.8556e-06
460.6	2.7353e-06
460.8	2.6201e-06
461.0	2.5098e-06
461.2	2.4041e-06
461.4	2.3029e-06
461.6	2.2059e-06
461.8	2.113e-06
462.0	2.024e-06
462.2	1.9388e-06
462.4	1.8571e-06
462.6	1.7789e-06
462.8	1.704e-06
463.0	1.6323e-06
463.2	1.5635e-06
463.4	1.4977e-06
463.6	1.4087e-06
463.8	1.3076e-06
464.0	1.2138e-06
464.2	1.1267e-06
464.4	1.0459e-06
464.6	9.7087e-07
464.8	9.0121e-07
465.0	8.3656e-07
465.2	7.7654e-07
465.4	7.2083e-07
465.6	6.6911e-07
465.8	6.2111e-07
466.0	5.7655e-07
466.2	5.3518e-07
466.4	4.9679e-07
466.6	4.6115e-07
466.8	4.2806e-07
467.0	3.9735e-07
467.2	3.7829e-07
467.4	4.2344e-07
467.6	4.7399e-07
467.8	5.3058e-07
468.0	5.9392e-07
468.2	6.0796e-07
468.4	6.2234e-07
468.6	6.3706e-07
468.8	6.5212e-07
469.0	6.6755e-07
469.2	6.8333e-07
469.4	6.9949e-07
469.6	7.1604e-07
469.8	7.3297e-07
470.0	7.5031e-07
470.2	7.6805e-07
470.4	7.8621e-07
470.6	8.0617e-07
470.8	8.455e-07
471.0	8.8674e-07
471.2	9.2999e-07
471.4	9.7535e-07
471.6	1.0229e-06
471.8	1.0728e-06
472.0	1.1251e-06
472.2	1.18e-06
472.4	1.2376e-06
472.6	1.298e-06
472.8	1.3613e-06
473.0	1.4277e-06
473.2	1.4973e-06
473.4	1.5703e-06
473.6	1.6469e-06
473.8	1.7273e-06
474.0	1.8115e-06
474.2	1.8999e-06
474.4	1.9539e-06
474.6	1.9818e-06
474.8	2.0101e-06
475.0	2.0389e-06
475.2	2.068e-06
475.4	2.0975e-06
475.6	2.1275e-06
475.8	2.1579e-06
476.0	2.1887e-06
476.2	2.22e-06
476.4	2.2517e-06
476.6	2.2838e-06
476.8	2.3164e-06
477.0	2.3495e-06
477.2	2.3831e-06
477.4	2.4171e-06
477.6	2.4517e-06
477.8	2.4867e-06
478.0	2.4921e-06
478.2	2.2661e-06
478.4	2.0606e-06
478.6	1.8737e-06
478.8	1.7038e-06
479.0	1.5493e-06
479.2	1.4088e-06
479.4	1.2811e-06
479.6	1.1649e-06
479.8	1.0593e-06
480.0	9.6322e-07
480.2	8.7588e-07
480.4	7.9645e-07
480.6	7.2423e-07
480.8	6.5856e-07
481.0	5.9884e-07
481.2	5.4453e-07
481.4	4.9516e-07
481.6	4.5026e-07
481.8	4.4097e-07
482.0	4.4989e-07
482.2	4.5899e-07
482.4	4.6828e-07
482.6	4.7775e-07
482.8	4.8741e-07
483.0	4.9727e-07
483.2	5.0733e-07
483.4	5.176e-07
483.6	5.2807e-07
483.8	5.3875e-07
484.0	5.4964e-07
484.2	5.6076e-07
484.4	5.7211e-07
484.6	5.8368e-07
484.8	5.9548e-07
485.0	6.0753e-07
485.2	6.1982e-07
485.4	6.3082e-07
485.6	6.3537e-07
485.8	6.3996e-07
486.0	6.4458e-07
486.2	6.4924e-07
486.4	6.5393e-07
486.6	6.5865e-07
486.8	6.6341e-07
487.0	6.682e-07
487.2	6.7302e-07
487.4	6.7788e-07
487.6	6.8278e-07
487.8	6.8771e-07
488.0	6.9267e-07
488.2	6.9768e-07
488.4	7.0271e-07
488.6	7.0779e-07
488.8	7.129e-07
489.0	7.1805e-07
489.2	7.0248e-07
489.4	6.8043e-07
489.6	6.5907e-07
489.8	6.3838e-07
490.0	6.1834e-07
490.2	5.9893e-07
490.4	5.8013e-07
490.6	5.6192e-07
490.8	5.4428e-07
491.0	5.272e-07
491.2	5.1065e-07
491.4	4.9462e-07
491.6	4.7909e-07
491.8	4.6405e-07
492.0	4.4949e-07
492.2	4.3538e-07
492.4	4.2171e-07
492.6	4.0847e-07
492.8	4.0884e-07
493.0	4.4019e-07
493.2	4.7394e-07
493.4	5.1028e-07
493.6	5.494e-07
493.8	5.9153e-07
494.0	6.3688e-07
494.2	6.8572e-07
494.4	7.3829e-07
494.6	7.949e-07
494.8	8.5585e-07
495.0	9.2147e-07
495.2	9.9212e-07
495.4	1.0682e-06
495.6	1.1501e-06
495.8	1.2383e-06
496.0	1.3332e-06
496.2	1.4354e-06
496.4	1.5455e-06
496.6	1.5912e-06
496.8	1.6291e-06
497.0	1.668e-06
497.2	1.7078e-06
497.4	1.7486e-06
497.6	1.7903e-06
497.8	1.833e-06
498.0	1.8768e-06
498.2	1.9216e-06
498.4	1.9674e-06
